시군명,기준년월,월별신규가입자수(명),월별충전액(천원),월별사용액(천원)
오산시,2022-09,1535,7599164,7569123
오산시,2022-08,1937,8444470,8810029
오산시,2022-07,2245,7631972,5690000
오산시,2022-06,1501,7221726,7444589
오산시,2022-05,1748,7918539,9124295
오산시,2022-04,1804,9573659,9538489
오산시,2022-03,1800,9335572,9403177
오산시,2022-02,1745,8155674,8241978
오산시,2022-01,1880,8590751,9857907
오산시,2021-12,2349,10480280,10444947
오산시,2021-11,3897,11793558,9104429
오산시,2021-10,4271,5531441,5272458
오산시,2021-09,5878,11583025,11397228
오산시,2021-08,2259,11583025,11397228
오산시,2021-07,2452,11583025,11397228
오산시,2021-06,5475,13004557,12522963
오산시,2021-05,2682,9951367,10392812
오산시,2021-04,8405,10478118,10565089
오산시,2021-03,5810,7740070,6353929
오산시,2021-02,8770,7740070,6353929
오산시,2021-01,3323,7185350,7671453
오산시,2020-12,2711,9152554,8180029
오산시,2020-11,2079,7498464,7135234
오산시,2020-10,1937,6527503,6916165
오산시,2020-09,3028,7542900,7244711
오산시,2020-08,2185,5805637,5204294
오산시,2020-07,5429,4222140,5654460
오산시,2020-06,8013,6245973,4680298
오산시,2020-05,44847,4115448,3207688
오산시,2020-04,61363,3117247,2291339
오산시,2020-03,3536,1941929,1611446
오산시,2020-02,1826,1608132,1371133
오산시,2020-01,2052,1782982,1367017
오산시,2019-12,1645,1744017,1158806
오산시,2019-11,820,577092,829991
오산시,2019-10,1396,976912,843401
오산시,2019-09,1953,1036998,715056
오산시,2019-08,1011,410670,632283
오산시,2019-07,1389,839823,625889
오산시,2019-06,1045,347162,556817
오산시,2019-05,3535,1142898,574244
오산시,2019-04,1612,305350,81128
오산시,2019-03,1,,
오산시,2019-02,,,
오산시,2019-01,,,
용인시,2022-12,6468,31090274,29227909
용인시,2022-11,5515,25587858,27971305
용인시,2022-10,6802,30541007,29426167
용인시,2022-09,6502,36166604,26942975
용인시,2022-08,7151,19774812,25128999
용인시,2022-07,10137,31090274,29227909
용인시,2022-06,6416,32121935,28498919
용인시,2022-05,7381,28100543,30166775
용인시,2022-04,7995,30988369,31158796
용인시,2022-03,8018,31332521,29008313
용인시,2022-02,7820,18346332,24437933
용인시,2022-01,8194,40313838,32251081
용인시,2021-12,10698,25918535,26265986
용인시,2021-11,22134,27893297,21318227
용인시,2021-10,19343,10123081,8993382
용인시,2021-09,16436,25628168,30261911
용인시,2021-08,9196,25628168,30261911
용인시,2021-07,10259,25628168,30261911
용인시,2021-06,32520,35669612,33556172
용인시,2021-05,9207,29564782,27831068
용인시,2021-04,16642,29468900,26457002
용인시,2021-03,15668,20271369,15622752
용인시,2021-02,27846,20271369,15622752
용인시,2021-01,16455,21857304,17042211
용인시,2020-12,8346,12873555,13692287
용인시,2020-11,9835,18248514,17446438
용인시,2020-10,10791,16837933,18342834
용인시,2020-09,20096,18206706,16973199
용인시,2020-08,6460,10857851,12715453
용인시,2020-07,19808,16461789,16032451
용인시,2020-06,7423,14282076,12874714
용인시,2020-05,64699,13264697,10642997
용인시,2020-04,158406,10157656,6129972
용인시,2020-03,12089,4982018,3672252
용인시,2020-02,5842,3361100,2783503
용인시,2020-01,5445,4286526,3294777
용인시,2019-12,4151,3778756,2599401
용인시,2019-11,1976,1341027,2460996
용인시,2019-10,4852,3541329,2475938
용인시,2019-09,4293,2851679,1866233
용인시,2019-08,3006,1065818,2049597
용인시,2019-07,5755,3105145,1845927
용인시,2019-06,3638,983380,1596519
용인시,2019-05,10678,3419623,986873
용인시,2019-04,2167,685295,78578
용인시,2019-03,,,
용인시,2019-02,,,
용인시,2019-01,,,
의왕시,2022-12,1023,4463019,3946641
의왕시,2022-11,1181,2719160,3887671
의왕시,2022-10,1866,5562037,5128391
의왕시,2022-09,1745,5386915,5198013
의왕시,2022-08,2361,5169872,5286809
의왕시,2022-07,2537,4463019,3946641
의왕시,2022-06,1988,5253565,5128269
의왕시,2022-05,2090,5126403,5416673
의왕시,2022-04,2084,5174427,5020077
의왕시,2022-03,1825,4887392,4746711
의왕시,2022-02,1855,4081659,3933117
의왕시,2022-01,2112,4270993,4639164
의왕시,2021-12,2256,4535105,4346050
의왕시,2021-11,3666,4607181,3545172
의왕시,2021-10,4286,2346843,2353907
의왕시,2021-09,3935,3919767,4312116
의왕시,2021-08,2503,3919767,4312116
의왕시,2021-07,2484,3919767,4312116
의왕시,2021-06,8533,5404342,4683517
의왕시,2021-05,2091,3529485,3460999
의왕시,2021-04,2852,3604177,3082382
의왕시,2021-03,2911,2491445,1891174
의왕시,2021-02,5412,2491445,1891174
의왕시,2021-01,3820,2233364,2316505
의왕시,2020-12,2559,2823495,2209136
의왕시,2020-11,2181,2232009,1970020
의왕시,2020-10,2363,2014705,2108495
의왕시,2020-09,3965,2166563,1962438
의왕시,2020-08,1608,1247783,1430494
의왕시,2020-07,3643,1553640,1491008
의왕시,2020-06,2326,1204776,1155495
의왕시,2020-05,14234,1573650,1103479
의왕시,2020-04,6064,985907,608455
의왕시,2020-03,2931,691978,451880
의왕시,2020-02,864,223442,366635
의왕시,2020-01,2370,545033,388718
의왕시,2019-12,555,487104,244735
의왕시,2019-11,150,54250,231644
의왕시,2019-10,662,483750,179232
의왕시,2019-09,113,30500,110004
의왕시,2019-08,202,60750,234507
의왕시,2019-07,789,482500,211693
의왕시,2019-06,267,86500,159524
의왕시,2019-05,1490,439750,123623
의왕시,2019-04,,,
의왕시,2019-03,,,
의왕시,2019-02,,,
의왕시,2019-01,,,
의정부시,2022-12,2623,10274346,10020769
의정부시,2022-11,2151,9109882,9867110
의정부시,2022-10,2576,11303949,11031783
의정부시,2022-09,2523,10648071,11234922
의정부시,2022-08,3401,10502084,12252875
의정부시,2022-07,5792,10274346,10020769
의정부시,2022-06,2841,12577309,9798068
의정부시,2022-05,2367,9599334,10542089
의정부시,2022-04,2906,10953860,10190699
의정부시,2022-03,2166,9957104,9631340
의정부시,2022-02,2609,8451975,8163766
의정부시,2022-01,2662,9465126,9746113
의정부시,2021-12,4184,8612715,9320692
의정부시,2021-11,10098,9870062,8723503
의정부시,2021-10,8872,7042593,7127436
의정부시,2021-09,9374,8078123,9662559
의정부시,2021-08,3612,8078123,9662559
의정부시,2021-07,3789,8078123,9662559
의정부시,2021-06,13781,12494209,11115906
의정부시,2021-05,3583,8549959,8559135
의정부시,2021-04,5931,9076447,8167610
의정부시,2021-03,7582,8238511,5773807
의정부시,2021-02,16159,8238511,5773807
의정부시,2021-01,8162,5425432,5429189
의정부시,2020-12,4888,6586938,6113738
의정부시,2020-11,3801,6387875,6024196
의정부시,2020-10,4108,5722700,6058683
의정부시,2020-09,8245,6186426,5754601
의정부시,2020-08,2469,3544572,4258150
의정부시,2020-07,8562,5615538,5038198
의정부시,2020-06,3665,3906858,3776461
의정부시,2020-05,44287,4900168,3905255
의정부시,2020-04,19800,2879002,1960736
의정부시,2020-03,3171,1644140,1553931
의정부시,2020-02,1801,1451096,1447647
의정부시,2020-01,2950,1562611,1722993
의정부시,2019-12,2452,2341192,1562841
의정부시,2019-11,1201,995490,1497901
의정부시,2019-10,2374,1674171,1093002
의정부시,2019-09,1747,1258233,1036494
의정부시,2019-08,1939,990462,1285377
의정부시,2019-07,2572,1529851,944763
의정부시,2019-06,1648,452275,964767
의정부시,2019-05,6940,2144866,661941
의정부시,2019-04,844,196508,15564
의정부시,2019-03,,,
의정부시,2019-02,,,
의정부시,2019-01,,,
이천시,2022-12,1394,11988374,12362415
이천시,2022-11,1501,9665774,12835721
이천시,2022-10,1530,16257304,11818605
이천시,2022-09,2011,12200141,13249739
이천시,2022-08,1961,10430102,13089611
이천시,2022-07,2714,11988374,12362415
이천시,2022-06,1505,11251965,10110543
이천시,2022-05,1549,10584411,10449167
이천시,2022-04,1092,9371629,9014151
이천시,2022-03,928,8463647,8361380
이천시,2022-02,1045,7425771,7470331
이천시,2022-01,3182,8469791,12200590
이천시,2021-12,11511,7313227,8996235
이천시,2021-11,53779,8662315,5129075
이천시,2021-10,7940,4924079,5017973
이천시,2021-09,5274,6691741,6813299
이천시,2021-08,2283,6691741,6813299
이천시,2021-07,2371,6691741,6813299
이천시,2021-06,5543,7939152,6890583
이천시,2021-05,1695,5573152,5693855
이천시,2021-04,3609,5484952,5157549
이천시,2021-03,3254,3633652,3211251
이천시,2021-02,7372,3633652,3211251
이천시,2021-01,3920,3582587,4081426
이천시,2020-12,1726,4954730,4311818
이천시,2020-11,1608,4167666,4331961
이천시,2020-10,1567,4039983,3981151
이천시,2020-09,2797,3787120,3687948
이천시,2020-08,1285,2456137,3194053
이천시,2020-07,3343,4255006,3857808
이천시,2020-06,1966,3900291,2571334
이천시,2020-05,17625,2874798,1963380
이천시,2020-04,15752,1505235,1296229
이천시,2020-03,1881,1505731,1027687
이천시,2020-02,1272,1197195,911026
이천시,2020-01,1385,975970,993427
이천시,2019-12,1298,1457571,859785
이천시,2019-11,520,400362,790194
이천시,2019-10,1305,1173344,749830
이천시,2019-09,1390,539571,743569
이천시,2019-08,975,549626,633027
이천시,2019-07,1253,1029111,538060
이천시,2019-06,1076,738015,379172
이천시,2019-05,1829,576704,297909
이천시,2019-04,1512,277167,29224
이천시,2019-03,,,
이천시,2019-02,,,
이천시,2019-01,,,
파주시,2022-12,3201,9437123,11143288
파주시,2022-11,3502,11243242,13674882
파주시,2022-10,3540,14415368,14453382
파주시,2022-09,4037,16897246,14533167
파주시,2022-08,4362,14394429,15565669
파주시,2022-07,5397,9437123,11143288
파주시,2022-06,2542,13775538,13704337
파주시,2022-05,2818,13886432,14522686
파주시,2022-04,3051,14590074,14338925
파주시,2022-03,2828,14028256,13641807
파주시,2022-02,2977,11999551,11408796
파주시,2022-01,3549,13746572,12764176
파주시,2021-12,4539,9301899,12034690
파주시,2021-11,11399,13931752,11522334
파주시,2021-10,9437,9376948,9257105
파주시,2021-09,10373,11450235,12849305
파주시,2021-08,4520,11450235,12849305
파주시,2021-07,5138,11450235,12849305
파주시,2021-06,16942,14558150,13409021
파주시,2021-05,10829,9704216,9123830
파주시,2021-04,8553,11397418,10552774
파주시,2021-03,8565,7111915,6135793
파주시,2021-02,12210,7111915,6135793
파주시,2021-01,7290,7299304,7823883
파주시,2020-12,5470,9775350,8328605
파주시,2020-11,4857,7968702,7365277
파주시,2020-10,4621,7079183,7365647
파주시,2020-09,7569,6867186,6330229
파주시,2020-08,2646,4218698,4501398
파주시,2020-07,7243,5750125,5375859
파주시,2020-06,3354,4195053,4004105
파주시,2020-05,21202,4291716,3572944
파주시,2020-04,41415,3350660,2651275
파주시,2020-03,6184,2285789,2056795
파주시,2020-02,3160,2167057,1798808
파주시,2020-01,2962,1797790,1906166
파주시,2019-12,3316,2656670,1731482
파주시,2019-11,1179,675609,1398271
파주시,2019-10,3192,2352711,1433996
파주시,2019-09,2269,986988,899840
파주시,2019-08,2174,600001,1221583
파주시,2019-07,5068,2143997,945258
파주시,2019-06,1976,429033,528784
파주시,2019-05,3573,1167228,301540
파주시,2019-04,51,6890,1818
파주시,2019-03,,,
파주시,2019-02,,,
파주시,2019-01,,,
평택시,2022-12,5889,21636334,19672070
평택시,2022-11,5067,16103290,17519953
평택시,2022-10,6518,19950197,18225188
평택시,2022-09,6259,17005980,15943508
평택시,2022-08,7054,14977848,14305459
평택시,2022-07,4351,21636334,19672070
평택시,2022-06,4688,11683874,13269544
평택시,2022-05,2892,14315845,11451571
평택시,2022-04,3532,11765156,11404421
평택시,2022-03,2640,10982361,10757632
평택시,2022-02,3531,9033998,9197702
평택시,2022-01,4054,9764476,10903983
평택시,2021-12,6576,9875171,12397512
평택시,2021-11,15500,16707639,12470269
평택시,2021-10,13566,10059010,10537398
평택시,2021-09,13317,16583490,17457259
평택시,2021-08,6031,16583490,17457259
평택시,2021-07,6849,16583490,17457259
평택시,2021-06,28441,21028644,17953087
평택시,2021-05,6686,13681523,12335711
평택시,2021-04,14014,12591890,11081485
평택시,2021-03,9599,7538562,6025676
평택시,2021-02,17949,7538562,6025676
평택시,2021-01,9449,6897027,7283404
평택시,2020-12,8414,8673424,7472808
평택시,2020-11,5756,7080197,6311383
평택시,2020-10,6037,6098216,5954365
평택시,2020-09,13822,6133641,4846441
평택시,2020-08,3755,2734758,2905083
평택시,2020-07,7901,4149789,3150905
평택시,2020-06,6075,2048620,1834371
평택시,2020-05,24071,2389156,1768949
평택시,2020-04,1966,1419517,577359
평택시,2020-03,55,18000,130667
평택시,2020-02,67,23760,203131
평택시,2020-01,256,59712,502911
평택시,2019-12,1351,1193695,627634
평택시,2019-11,192,45750,535821
평택시,2019-10,1465,1181750,436006
평택시,2019-09,71,10250,187229
평택시,2019-08,231,49500,502052
평택시,2019-07,1789,1115500,482140
평택시,2019-06,467,111500,356028
평택시,2019-05,3145,820000,252245
평택시,2019-04,,,
평택시,2019-03,,,
평택시,2019-02,,,
평택시,2019-01,,,
포천시,2022-12,759,3377323,3561196
포천시,2022-11,820,3068367,4282908
포천시,2022-10,984,5061465,3688048
포천시,2022-09,1049,2993851,4504862
포천시,2022-08,1388,5000235,4558697
포천시,2022-07,2000,3377323,3561196
포천시,2022-06,1608,8086484,3702657
포천시,2022-05,857,3166739,3278396
포천시,2022-04,765,3136989,3195020
포천시,2022-03,771,3311030,2864602
포천시,2022-02,2312,2346056,2691847
포천시,2022-01,1763,2669430,3768320
포천시,2021-12,4284,2612414,3477715
포천시,2021-11,7630,4000225,2434066
포천시,2021-10,2855,1770297,1899034
포천시,2021-09,4713,2327945,2613264
포천시,2021-08,1130,2327945,2613264
포천시,2021-07,1188,2327945,2613264
포천시,2021-06,2724,3140607,3144509
포천시,2021-05,1559,2701165,2523209
포천시,2021-04,5540,2449031,2220440
포천시,2021-03,5712,1493885,945795
포천시,2021-02,8257,1493885,945795
포천시,2021-01,2145,1471569,1517904
포천시,2020-12,2269,1754615,1574625
포천시,2020-11,985,1684121,1573200
포천시,2020-10,869,1795602,1899871
포천시,2020-09,1378,1980494,1830414
포천시,2020-08,1241,1234382,1229009
포천시,2020-07,2907,954505,1351650
포천시,2020-06,5012,1371460,898748
포천시,2020-05,26241,1032405,844934
포천시,2020-04,22783,719502,484425
포천시,2020-03,942,253516,315689
포천시,2020-02,1219,402926,222777
포천시,2020-01,492,148661,243880
포천시,2019-12,982,472949,243033
포천시,2019-11,144,48250,178419
포천시,2019-10,473,357000,157369
포천시,2019-09,141,43250,95035
포천시,2019-08,247,46250,220038
포천시,2019-07,893,346750,106925
포천시,2019-06,248,89250,133021
포천시,2019-05,1007,277750,86810
포천시,2019-04,28,15000,82
포천시,2019-03,,,
포천시,2019-02,,,
포천시,2019-01,,,
하남시,2022-12,2286,6725929,11347566
하남시,2022-11,2824,15319472,18956314
하남시,2022-10,4246,24568182,22506305
하남시,2022-09,3531,27537465,20984856
하남시,2022-08,4536,13357060,15198873
하남시,2022-07,5450,6725929,11347566
하남시,2022-06,3611,16283405,19528480
하남시,2022-05,3730,27086752,24481135
하남시,2022-04,4312,22600737,21020908
하남시,2022-03,3534,11195207,17341245
하남시,2022-02,4045,21998381,19230644
하남시,2022-01,4172,18781248,20083773
하남시,2021-12,4363,15399628,20204296
하남시,2021-11,7218,23558168,19040971
하남시,2021-10,7507,13164005,14264915
하남시,2021-09,8006,10090753,11165096
하남시,2021-08,3915,10090753,11165096
하남시,2021-07,4135,10090753,11165096
하남시,2021-06,12799,12333237,13706501
하남시,2021-05,4153,11646402,13880948
하남시,2021-04,5439,14045307,14721749
하남시,2021-03,5811,14783500,10857874
하남시,2021-02,8152,14783500,10857874
하남시,2021-01,5036,16786656,12087623
하남시,2020-12,3899,7453124,8355784
하남시,2020-11,3461,8547934,9778813
하남시,2020-10,3736,7841706,11015434
하남시,2020-09,6101,13978351,12461378
하남시,2020-08,2815,7072406,10085827
하남시,2020-07,5426,11668179,10907893
하남시,2020-06,5434,12286334,8112187
하남시,2020-05,13447,7519662,6550214
하남시,2020-04,36195,6654288,5686143
하남시,2020-03,7450,8309745,4702156
하남시,2020-02,3240,4428066,3175335
하남시,2020-01,3054,3964313,3047035
하남시,2019-12,1186,1969308,2230556
하남시,2019-11,1208,1338598,2414000
하남시,2019-10,3334,3819018,2596121
하남시,2019-09,3161,2798078,2010501
하남시,2019-08,1036,924288,1503751
하남시,2019-07,2085,1621539,1872651
하남시,2019-06,3254,1759139,1478470
하남시,2019-05,4291,2415632,430476
하남시,2019-04,68,13630,1788
하남시,2019-03,,,
하남시,2019-02,,,
하남시,2019-01,,,
화성시,2022-12,5952,44546249,37550453
화성시,2022-11,6159,38054887,35992147
화성시,2022-10,6447,40644628,36969273
화성시,2022-09,5000,44803542,35060747
화성시,2022-08,5261,24110738,28903270
화성시,2022-07,5499,44546249,37550453
화성시,2022-06,5429,34990824,31881947
화성시,2022-05,5738,32093325,33836629
화성시,2022-04,5990,33664107,33892120
화성시,2022-03,5886,32470775,34372158
화성시,2022-02,6309,28636816,30433897
화성시,2022-01,6453,28712208,36845004
화성시,2021-12,8552,42716295,38923883
화성시,2021-11,14975,46982348,32149156
화성시,2021-10,15220,20030709,18683834
화성시,2021-09,15106,21854551,25453330
화성시,2021-08,6868,21854551,25453330
화성시,2021-07,7297,21854551,25453330
화성시,2021-06,19051,38556252,36664280
화성시,2021-05,7615,26955815,27578227
화성시,2021-04,23662,27897920,27898856
화성시,2021-03,13378,18016255,20192514
화성시,2021-02,23305,18016255,20192514
화성시,2021-01,12936,32845088,31312763
화성시,2020-12,7830,34410971,30464911
화성시,2020-11,7836,32921849,30837628
화성시,2020-10,7078,30489486,32642111
화성시,2020-09,11966,34415969,31935295
화성시,2020-08,5147,23911858,25833815
화성시,2020-07,12653,24704398,29835477
화성시,2020-06,7321,22661074,25500594
화성시,2020-05,44065,16092276,24029352
화성시,2020-04,279776,56389896,25435004
화성시,2020-03,16286,5668442,5210973
화성시,2020-02,5985,5105491,4422914
화성시,2020-01,5321,5430627,4142140
화성시,2019-12,3461,3634851,3154866
화성시,2019-11,2312,2196869,3284905
화성시,2019-10,3977,3227898,3274822
화성시,2019-09,4032,4333736,3048618
화성시,2019-08,4019,2986215,3157737
화성시,2019-07,5995,3966870,2868233
화성시,2019-06,4067,1224297,2110885
화성시,2019-05,10661,4449088,1392631
화성시,2019-04,4826,1476982,204210
화성시,2019-03,,,
화성시,2019-02,,,
화성시,2019-01,,,
